1.012500e+04	1.710163e-04	4.686309e-06	2.757489e-04	5.857029e-07	
2.025000e+04	1.484828e-04	8.439891e-07	2.094061e-04	3.934498e-07	
4.050000e+04	1.345281e-04	5.422611e-07	1.804249e-04	3.319474e-07	
8.100000e+04	1.240260e-04	3.942294e-07	1.585774e-04	3.147360e-07	
1.620000e+05	1.107007e-04	3.036315e-07	1.341990e-04	3.068785e-07	
3.240000e+05	9.135889e-05	2.393159e-07	1.073247e-04	2.962759e-07	
6.480000e+05	7.007242e-05	1.810875e-07	8.197559e-05	2.788945e-07	
1.296000e+06	5.618744e-05	1.215585e-07	6.633064e-05	2.503689e-07	
2.592000e+06	5.078736e-05	7.616345e-08	6.033610e-05	2.032395e-07	
5.184000e+06	4.993191e-05	6.182894e-08	5.908679e-05	1.393128e-07	
7.776000e+06	4.965841e-05	6.036745e-08	5.900669e-05	1.026927e-07	
1.036800e+07	4.940005e-05	5.993624e-08	5.925541e-05	8.205425e-08	
1.296000e+07	4.909476e-05	5.956449e-08	5.936093e-05	7.039279e-08	
1.555200e+07	4.873394e-05	5.913994e-08	5.969276e-05	6.372761e-08	
1.814400e+07	4.832142e-05	5.867528e-08	6.009951e-05	5.999311e-08	
2.073600e+07	4.814705e-05	5.828064e-08	6.017337e-05	5.796413e-08	
2.332800e+07	4.840591e-05	5.824431e-08	5.831504e-05	5.706413e-08	
2.592000e+07	4.814159e-05	5.811703e-08	5.335367e-05	5.683425e-08	
2.851200e+07	4.722512e-05	5.726532e-08	4.794956e-05	5.655992e-08	
3.110400e+07	4.375780e-05	5.634121e-08	4.364740e-05	5.592625e-08	
3.369600e+07	3.694114e-05	5.531387e-08	3.903269e-05	5.502364e-08	
3.628800e+07	3.441555e-05	5.367414e-08	3.698972e-05	5.371936e-08	
3.888000e+07	2.995736e-05	5.138057e-08	3.328348e-05	5.208882e-08	
4.147200e+07	2.649665e-05	4.894170e-08	3.020640e-05	5.021766e-08	
4.406400e+07	2.385186e-05	4.667935e-08	2.763818e-05	4.824736e-08	
4.665600e+07	2.176453e-05	4.466524e-08	2.544841e-05	4.629097e-08	
4.924800e+07	2.008143e-05	4.289360e-08	2.358210e-05	4.442264e-08	
5.184000e+07	1.869851e-05	4.133775e-08	2.199261e-05	4.268366e-08	
5.443200e+07	1.753920e-05	3.996534e-08	2.063165e-05	4.109077e-08	
5.702400e+07	1.654842e-05	3.874502e-08	1.945291e-05	3.964434e-08	
5.961600e+07	1.568749e-05	3.764955e-08	1.841619e-05	3.833521e-08	
6.220800e+07	1.492908e-05	3.665655e-08	1.748987e-05	3.714961e-08	
6.480000e+07	1.425354e-05	3.574815e-08	1.665215e-05	3.607233e-08	
6.739200e+07	1.364647e-05	3.491044e-08	1.588803e-05	3.508862e-08	
6.998400e+07	1.309715e-05	3.413306e-08	1.518643e-05	3.418528e-08	
7.257600e+07	1.259734e-05	3.340852e-08	1.453895e-05	3.335124e-08	
7.516800e+07	1.214044e-05	3.273156e-08	1.394018e-05	3.257768e-08	
7.776000e+07	1.172095e-05	3.209804e-08	1.338580e-05	3.185758e-08	
8.035200e+07	1.133416e-05	3.150410e-08	1.287189e-05	3.118527e-08	
8.294400e+07	1.097597e-05	3.094613e-08	1.239472e-05	3.055600e-08	
8.553600e+07	1.064279e-05	3.042084e-08	1.195077e-05	2.996567e-08	
8.812800e+07	1.033152e-05	2.992520e-08	1.153678e-05	2.941067e-08	
9.072000e+07	1.003950e-05	2.945620e-08	1.114984e-05	2.888775e-08	
9.331200e+07	9.764481e-06	2.901118e-08	1.078735e-05	2.839393e-08	
9.590400e+07	9.504588e-06	2.858789e-08	1.044701e-05	2.792655e-08	
9.849600e+07	9.258282e-06	2.818440e-08	1.012684e-05	2.748323e-08	
1.010880e+08	9.024314e-06	2.779902e-08	9.825093e-06	2.706190e-08	
1.036800e+08	8.801669e-06	2.743035e-08	9.540224e-06	2.666075e-08	
1.062720e+08	8.589506e-06	2.707718e-08	9.270884e-06	2.627818e-08	
1.088640e+08	8.387111e-06	2.673846e-08	9.015876e-06	2.591280e-08	
1.114560e+08	8.193861e-06	2.641330e-08	8.774131e-06	2.556335e-08	
1.140480e+08	8.009190e-06	2.610089e-08	8.544690e-06	2.522875e-08	
1.166400e+08	7.832580e-06	2.580054e-08	8.326683e-06	2.490801e-08	
1.192320e+08	7.663550e-06	2.551164e-08	8.119315e-06	2.460025e-08	
1.218240e+08	7.501656e-06	2.523362e-08	7.921854e-06	2.430467e-08	
1.244160e+08	7.346495e-06	2.496594e-08	7.733625e-06	2.402054e-08	
1.270080e+08	7.197709e-06	2.470798e-08	7.553996e-06	2.374721e-08	
1.296000e+08	7.054990e-06	2.445906e-08	7.382385e-06	2.348403e-08	
1.321920e+08	6.918052e-06	2.421854e-08	7.218260e-06	2.323044e-08	
1.347840e+08	6.786616e-06	2.398598e-08	7.061145e-06	2.298592e-08	
1.373760e+08	6.660400e-06	2.376110e-08	6.910582e-06	2.274996e-08	
1.399680e+08	6.539130e-06	2.354370e-08	6.766149e-06	2.252213e-08	
1.425600e+08	6.422548e-06	2.333353e-08	6.627453e-06	2.230199e-08	
1.451520e+08	6.310419e-06	2.313032e-08	6.494130e-06	2.208915e-08	
1.477440e+08	6.202525e-06	2.293374e-08	6.365847e-06	2.188321e-08	
1.503360e+08	6.098658e-06	2.274346e-08	6.242294e-06	2.168383e-08	
1.529280e+08	5.998612e-06	2.255905e-08	6.123183e-06	2.149065e-08	
1.555200e+08	5.902178e-06	2.238001e-08	6.008246e-06	2.130335e-08	
1.581120e+08	5.809130e-06	2.220575e-08	5.897231e-06	2.112162e-08	
1.607040e+08	5.719217e-06	2.203577e-08	5.789905e-06	2.094513e-08	
1.632960e+08	5.632154e-06	2.186969e-08	5.686047e-06	2.077358e-08	
